supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day_1,month,year,hour,item_no_cat,total_cat,paid_cat,change_cat
karrymart,1,1,50,50,0,cash,yes,no,no,yes,no,no,no,23/05/2017,no,07:13:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,1,1,65,100,35,cash,no,no,yes,yes,no,no,no,23/05/2017,no,09:13:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,9,A,1,1,1
karrymart,1,1,30,100,70,cash,no,yes,no,yes,no,no,no,23/05/2017,no,07:34:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,1,1,40,40,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,06:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,90,200,110,cash,yes,no,no,yes,no,no,no,23/05/2017,no,07:43:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,2,1,375,375,0,cash,yes,no,yes,yes,no,no,no,23/05/2017,no,06:07:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,2,1,105,200,95,cash,no,yes,yes,yes,no,no,no,23/05/2017,no,06:50:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,49,200,151,cash,yes,no,no,yes,no,no,no,23/05/2017,no,07:27:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,1,1,56,100,44,cash,yes,no,no,yes,no,no,no,23/05/2017,no,07:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,1,1,50,50,0,cash,no,yes,no,yes,no,no,no,23/05/2017,no,07:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,2,1,75,500,425,cash,no,no,yes,yes,no,no,no,23/05/2017,no,08:38:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,8,A,1,1,1
karrymart,1,1,60,100,40,cash,no,yes,no,yes,no,no,no,23/05/2017,no,07:07:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,1,1,40,50,10,cash,no,no,yes,yes,no,no,no,23/05/2017,no,07:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,1,1,50,100,50,cash,yes,no,no,yes,no,no,no,23/05/2017,no,07:00:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,1,1,80,100,20,cash,no,no,yes,yes,no,no,no,23/05/2017,no,06:46:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,123,200,77,cash,yes,no,no,yes,no,no,no,23/05/2017,no,07:04:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,1,1,80,100,20,cash,no,yes,no,yes,no,no,no,23/05/2017,no,07:30:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,1,1,126,126,0,cash,yes,no,no,yes,no,no,no,23/05/2017,no,06:05:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,100,100,0,cash,no,no,yes,yes,no,no,no,23/05/2017,no,06:38:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,50,50,0,cash,no,no,yes,yes,no,no,no,23/05/2017,no,06:51:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,2,1,125,200,75,cash,yes,no,yes,yes,no,no,no,23/05/2017,no,05:36:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,5,A,1,1,1
karrymart,4,1,320,400,80,cash,yes,yes,yes,yes,no,no,no,23/05/2017,no,05:32:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,5,B,1,1,1
karrymart,4,1,272,300,22,cash,yes,yes,no,yes,no,no,no,23/05/2017,no,04:52:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,4,B,1,1,1
karrymart,2,1,180,500,320,cash,yes,yes,no,yes,no,no,no,23/05/2017,no,05:51:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,5,A,1,1,1
karrymart,1,1,55,100,45,cash,yes,no,no,yes,no,no,no,23/05/2017,no,06:38:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,2,1,100,200,100,cash,no,yes,no,yes,no,no,no,23/05/2017,no,05:55:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,5,A,1,1,1
karrymart,2,1,80,100,20,cash,yes,no,no,yes,no,no,no,23/05/2017,no,06:16:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,100,100,0,cash,no,no,yes,yes,no,no,no,23/05/2017,no,06:05:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,3,2,158,200,42,cash,yes,yes,no,yes,no,no,no,23/05/2017,no,06:53:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,B,1,1,1
karrymart,1,1,160,160,0,cash,no,no,yes,yes,no,no,no,23/05/2017,no,05:44:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,5,A,1,1,1
karrymart,2,1,80,100,20,cash,no,no,yes,yes,no,no,no,23/05/2017,no,05:44:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,5,A,1,1,1
karrymart,3,1,115,1000,885,cash,no,yes,yes,yes,no,no,no,23/05/2017,no,13:30:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,13,B,1,1,1
karrymart,2,1,90,100,10,cash,yes,no,no,yes,no,no,no,23/05/2017,no,06:07:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,60,100,40,cash,no,yes,no,yes,no,no,no,23/05/2017,no,06:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,60,500,440,cash,no,yes,no,yes,no,no,no,23/05/2017,no,06:27:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,5,1,231,250,19,cash,yes,yes,yes,yes,no,no,no,23/05/2017,no,06:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,B,1,1,1
karrymart,3,1,306,500,194,cash,yes,yes,yes,yes,no,no,no,23/05/2017,no,06:19:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,B,1,1,1
karrymart,3,1,200,200,0,cash,yes,yes,yes,yes,no,no,no,23/05/2017,no,06:53:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,B,1,1,1
karrymart,1,1,30,100,70,cash,no,yes,no,yes,no,no,no,23/05/2017,no,06:54:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,60,100,40,cash,no,yes,no,yes,no,no,no,23/05/2017,no,06:58:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,60,60,40,cash,no,yes,no,yes,no,no,no,23/05/2017,no,06:33:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,230,100,770,cash,no,no,no,no,yes,no,no,23/05/2017,no,06:19:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,60,100,40,cash,yes,no,no,yes,no,no,no,23/05/2017,no,07:01:00,morning,small,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,1,1,60,100,40,cash,no,yes,no,yes,no,no,no,23/05/2017,no,07:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,1,1,80,500,420,cash,no,no,yes,yes,no,no,no,23/05/2017,no,06:42:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,2,1,110,110,0,cash,no,yes,yes,yes,no,no,no,23/05/2017,no,06:40:00,morning,small,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,40,40,0,cash,yes,no,no,yes,no,no,no,23/05/2017,no,07:57:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,2,1,159,200,41,cash,yes,no,no,yes,no,no,no,23/05/2017,no,07:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,1,1,70,500,430,cash,no,yes,no,yes,no,no,no,23/05/2017,no,07:03:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,7,A,1,1,1
karrymart,5,3,170,200,30,cash,no,yes,no,yes,no,no,no,23/05/2017,no,08:22:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,8,B,1,1,1
karrymart,3,1,110,200,90,cash,yes,yes,no,yes,no,no,no,23/05/2017,no,05:22:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,5,B,1,1,1
karrymart,1,1,60,60,0,cash,no,yes,no,yes,no,no,no,23/05/2017,no,14:51:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,14,A,1,1,1
karrymart,2,1,135,150,15,cash,no,yes,yes,yes,no,no,no,23/05/2017,no,06:31:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,30,100,30,cash,yes,no,no,yes,no,no,no,23/05/2017,no,06:56:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,90,100,10,cash,no,yes,no,yes,no,no,no,23/05/2017,no,05:45:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,5,A,1,1,1
karrymart,1,1,160,200,40,cash,no,no,no,yes,no,no,no,23/05/2017,no,05:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,5,A,1,1,1
karrymart,1,1,60,110,50,cash,no,yes,no,yes,no,no,no,23/05/2017,no,06:59:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,6,A,1,1,1
karrymart,1,1,30,100,70,cash,no,no,yes,yes,no,no,no,23/05/2017,no,10:44:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,10,A,1,1,1
karrymart,1,1,139,200,61,cash,yes,no,no,yes,no,no,no,23/05/2017,no,14:21:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,14,A,1,1,1
karrymart,1,1,50,100,50,cash,no,yes,no,yes,no,no,no,23/05/2017,no,15:25:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,A,1,1,1
karrymart,1,1,25,30,5,cash,no,no,yes,yes,no,no,no,23/05/2017,no,15:17:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,A,1,1,1
karrymart,1,1,43,100,57,cash,yes,no,no,yes,no,no,no,23/05/2017,no,09:20:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,9,A,1,1,1
karrymart,1,1,60,200,140,cash,no,no,yes,yes,no,no,no,23/05/2017,no,11:26:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,11,A,1,1,1
karrymart,1,1,100,500,400,cash,yes,no,no,no,no,no,no,23/05/2017,no,15:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,A,1,1,1
karrymart,1,1,25,50,25,cash,no,no,yes,no,no,no,no,23/05/2107,no,16:41:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2107,16,A,1,1,1
karrymart,1,1,60,100,40,cash,no,no,yes,no,no,no,no,23/05/2017,no,15:38:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,A,1,1,1
karrymart,1,1,60,70,10,cash,no,no,yes,no,no,no,no,23/05/2017,no,13:22:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,13,A,1,1,1
karrymart,5,2,240,1000,760,cash,yes,yes,no,no,yes,no,no,23/05/2017,no,20:36:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,20,B,1,1,1
karrymart,1,1,60,200,140,cash,no,no,yes,no,no,no,no,23/05/2017,no,18:23:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,A,1,1,1
karrymart,1,1,275,500,225,cash,no,yes,no,no,yes,no,no,23/05/2017,no,13:37:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,13,A,1,1,1
karrymart,2,1,265,500,235,cash,yes,yes,no,no,no,no,no,23/05/2017,no,18:28:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,A,1,1,1
karrymart,3,1,225,400,175,cash,yes,yes,yes,no,no,no,no,23/05/2017,no,18:01:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,B,1,1,1
karrymart,1,1,110,110,110,cash,no,yes,no,no,yes,no,no,23/05/2017,no,19:22:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,A,1,1,1
karrymart,2,2,120,1000,880,cash,no,yes,no,no,no,no,no,23/05/2017,no,12:59:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,12,A,1,1,1
karrymart,1,1,60,110,50,cash,no,no,yes,no,yes,no,no,23/05/2017,no,15:00:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,A,1,1,1
karrymart,2,1,815,1000,175,cash,yes,no,no,no,yes,no,no,23/05/2017,no,13:23:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,13,A,1,1,1
karrymart,1,1,60,70,10,cash,no,no,yes,no,no,no,no,23/05/2017,no,19:27:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,A,1,1,1
karrymart,1,1,50,100,50,cash,no,yes,no,no,no,no,no,23/05/2017,no,18:55:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,A,1,1,1
karrymart,1,1,35,50,15,cash,no,no,yes,no,no,no,no,23/05/2017,no,19:44:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,A,1,1,1
karrymart,1,1,60,200,140,cash,no,yes,no,no,yes,no,no,23/05/2017,no,19:34:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,A,1,1,1
karrymart,2,1,140,150,10,cash,no,yes,yes,no,no,no,no,23/05/2017,no,20:33:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,20,A,1,1,1
karrymart,1,1,25,50,25,cash,no,no,yes,no,no,yes,no,23/05/2017,no,18:02:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,A,1,1,1
karrymart,1,1,50,200,150,cash,no,no,yes,no,no,no,no,23/05/2017,no,18:19:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,A,1,1,1
karrymart,2,1,168,1000,832,cash,no,no,no,yes,no,no,no,23/05/2017,no,15:45:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,A,1,1,1
karrymart,2,1,120,500,380,cash,no,yes,no,no,yes,no,no,23/05/2017,no,17:47:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,17,A,1,1,1
karrymart,2,2,230,240,10,cash,no,no,yes,no,yes,no,no,23/05/2017,no,20:01:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,20,A,1,1,1
karrymart,1,1,40,100,60,cash,no,no,yes,no,no,no,no,23/05/2017,no,17:51:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,17,A,1,1,1
karrymart,1,1,115,120,5,cash,no,no,yes,no,no,no,no,23/05/2017,no,20:57:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,20,A,1,1,1
karrymart,3,1,160,200,40,cash,yes,yes,yes,no,no,no,no,23/05/2017,no,21:00:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,21,B,1,1,1
karrymart,1,1,50,100,50,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:53:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,20,A,1,1,1
karrymart,4,3,254,300,46,cash,yes,yes,yes,yes,no,no,no,23/05/2017,no,19:47:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,B,1,1,1
karrymart,1,1,80,100,20,cash,no,no,yes,no,no,no,no,23/05/2017,no,20:53:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,20,A,1,1,1
karrymart,1,1,80,100,20,cash,no,no,yes,no,no,no,no,23/05/2017,no,17:14:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,17,A,1,1,1
karrymart,1,1,80,100,20,cash,no,no,yes,no,no,no,no,23/05/2017,no,19:34:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,A,1,1,1
karrymart,3,1,170,200,30,cash,yes,no,yes,no,no,no,no,23/05/2017,no,17:42:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,17,B,1,1,1
karrymart,1,1,60,200,140,cash,no,no,yes,no,no,no,no,23/05/2017,no,16:44:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,16,A,1,1,1
karrymart,3,1,140,1000,860,cash,yes,yes,yes,no,no,no,no,23/05/2017,no,18:30:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,B,1,1,1
karrymart,1,1,101,1000,899,cash,yes,no,no,no,no,no,no,23/05/2017,no,14:15:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,14,A,1,1,1
karrymart,1,1,80,100,20,cash,no,no,no,yes,no,yes,no,23/05/2017,no,18:50:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,A,1,1,1
karrymart,1,1,60,60,0,cash,no,no,yes,no,no,no,no,23/05/2017,no,18:25:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,A,1,1,1
karrymart,3,1,175,500,325,cash,no,yes,yes,no,no,no,no,23/05/2017,no,21:07:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,21,B,1,1,1
karrymart,2,1,130,200,70,cash,yes,no,yes,no,no,no,no,23/05/2017,no,19:53:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,A,1,1,1
karrymart,2,1,45,50,5,cash,no,no,yes,no,no,no,no,23/05/2017,no,15:12:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,A,1,1,1
karrymart,1,1,120,500,380,cash,yes,no,no,no,no,no,no,23/05/2017,no,17:03:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,17,A,1,1,1
karrymart,3,1,205,205,0,cash,no,yes,yes,no,no,no,no,23/05/2017,no,19:46:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,B,1,1,1
karrymart,1,1,70,500,430,cash,no,yes,no,no,no,no,no,23/05/2017,no,19:04:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,A,1,1,1
karrymart,2,1,130,1000,870,cash,yes,no,yes,no,no,no,no,23/05/2017,no,19:30:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,A,1,1,1
karrymart,2,1,195,200,5,cash,no,no,yes,no,no,no,no,23/05/2017,no,18:49:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,A,1,1,1
karrymart,1,1,30,100,70,cash,no,yes,no,no,no,no,no,23/05/2017,no,18:04:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,A,1,1,1
karrymart,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,18:05:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,A,1,1,1
karrymart,2,1,185,1000,815,cash,yes,yes,no,no,no,no,no,23/05/2017,no,19:55:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,A,1,1,1
karrymart,2,1,115,200,85,cash,yes,no,yes,no,no,no,no,23/05/2017,no,20:14:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,20,A,1,1,1
karrymart,2,1,120,520,400,cash,no,no,yes,no,no,no,no,23/05/2017,no,16:02:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,16,A,1,1,1
karrymart,2,1,193,1000,807,cash,yes,no,yes,no,no,no,no,23/05/2017,no,20:40:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,20,A,1,1,1
karrymart,1,1,60,100,40,cash,no,no,yes,no,no,no,no,23/05/2017,no,16:23:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,16,A,1,1,1
karrymart,1,1,65,100,35,cash,no,yes,no,no,no,no,no,23/05/2017,no,17:27:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,17,A,1,1,1
karrymart,1,1,100,100,0,cash,yes,no,yes,no,no,no,no,23/05/2017,no,17:40:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,17,A,1,1,1
karrymart,1,1,120,500,380,cash,no,yes,no,no,no,no,no,23/05/2017,no,15:02:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,A,1,1,1
karrymart,3,1,245,500,255,cash,yes,yes,no,no,no,no,no,23/05/2017,no,19:02:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,B,1,1,1
karrymart,1,1,70,100,30,cash,no,no,no,yes,no,no,no,23/05/2017,no,18:52:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,A,1,1,1
karrymart,1,1,30,100,70,cash,no,yes,no,no,no,no,no,23/05/2017,no,14:02:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,14,A,1,1,1
karrymart,1,1,70,1000,930,cash,no,yes,no,no,no,no,no,23/05/2017,no,17:55:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,17,A,1,1,1
karrymart,1,1,115,120,5,cash,no,yes,no,no,no,no,no,23/05/2017,no,15:04:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,A,1,1,1
karrymart,4,1,204,500,296,cash,no,yes,yes,no,no,no,no,23/05/2017,no,15:09:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,B,1,1,1
karrymart,3,1,220,500,280,cash,no,yes,no,no,no,no,no,23/05/2017,no,16:51:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,16,B,1,1,1
karrymart,1,1,25,50,25,cash,no,no,yes,no,no,no,no,23/05/2017,no,16:32:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,16,A,1,1,1
karrymart,3,1,290,1000,710,cash,yes,no,no,no,no,no,no,23/05/2017,no,19:40:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,B,1,1,1
karrymart,1,1,80,100,20,cash,no,yes,no,no,no,no,no,23/05/2017,no,16:56:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,16,A,1,1,1
karrymart,1,1,70,500,430,cash,yes,no,no,no,no,no,no,23/05/2017,no,17:41:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,17,A,1,1,1
karrymart,1,1,50,100,50,cash,yes,no,no,no,no,no,no,23/05/2017,no,19:48:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,A,1,1,1
karrymart,1,1,25,50,25,cash,no,no,yes,no,no,no,no,23/05/2017,no,17:29:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,17,A,1,1,1
karrymart,1,1,120,1000,880,cash,no,yes,no,no,no,no,no,23/05/2017,no,12:54:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,12,A,1,1,1
karrymart,1,1,25,40,15,cash,no,no,no,yes,no,no,no,23/05/2017,no,10:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,10,A,1,1,1
karrymart,1,1,80,200,120,cash,no,no,yes,no,no,no,no,23/05/2017,no,16:37:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,16,A,1,1,1
karrymart,1,1,100,100,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,16:56:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,16,A,1,1,1
karrymart,1,1,70,70,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,19:31:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,A,1,1,1
karrymart,2,1,140,500,360,cash,yes,no,yes,no,no,no,no,23/05/2017,no,16:47:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,16,A,1,1,1
karrymart,1,1,60,200,140,cash,yes,no,no,no,no,no,no,23/05/2017,no,15:59:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,A,1,1,1
karrymart,1,1,60,100,40,cash,no,no,yes,no,no,no,no,23/05/2017,no,15:24:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,A,1,1,1
karrymart,2,1,105,200,95,cash,no,yes,yes,no,no,no,no,23/05/2017,no,16:07:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,16,A,1,1,1
karrymart,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,15:15:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,A,1,1,1
karrymart,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,15:15:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,15,A,1,1,1
karrymart,2,2,155,200,55,cash,no,yes,no,yes,no,no,no,23/05/2017,no,18:58:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,18,A,1,1,1
karrymart,2,1,130,500,370,cash,yes,no,yes,no,no,no,no,23/05/2017,no,19:28:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,A,1,1,1
karrymart,1,1,55,55,0,cash,no,no,yes,no,no,no,no,23/05/2017,no,14:14:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,14,A,1,1,1
karrymart,1,1,99.4,200,100.6,cash,yes,no,no,no,no,no,no,23/05/2017,no,20:37:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,20,A,1,1,1
karrymart,1,1,85,100,15,cash,yes,no,no,no,no,no,no,23/05/2017,no,09:13:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,9,A,1,1,1
karrymart,1,1,60,1000,940,cash,no,no,yes,no,no,no,no,23/05/2017,no,14:42:00,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,14,A,1,1,1
karrymart,2,1,115,500,385,cash,yes,no,yes,no,no,no,no,23/05/2017,no,19:32:00,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,19,A,1,1,1
karrymart,1,1,90,100,10,cash,no,no,no,yes,no,no,no,23/05/2017,no,16:25:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,16,A,1,1,1
karrymart,1,1,80,100,20,cash,no,yes,no,no,no,no,no,23/05/2017,no,17:11:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,17,A,1,1,1
karrymart,1,1,60,200,14,cash,no,no,yes,no,no,no,no,23/05/2017,no,16:09:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,16,A,1,1,1
